Customer ID,Tenure in Months,Phone Service,Multiple Lines,Internet Service,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Paperless Billing,Monthly Charge,Total Regular Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,Zip Code,Population,Churn Value,Total Customer Svc Requests,Product/Service Issues Reported,Contract_Month-to-Month,Contract_One Year,Contract_Two Year,Payment Method_Bank Withdrawal,Payment Method_Credit Card,Payment Method_Mailed Check,Gender_Female,Gender_Male
3657-COGMW,52,Yes,Yes,Yes,18,Yes,Yes,Yes,No,Yes,Yes,No,No,No,108.1,5839.3,0.0,1051.0,572.52,76,No,Yes,No,No,0,93405,31982,0,1,0,False,False,True,False,True,False,True,False
4334-HOWRP,72,No,No,Yes,7,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,64.95,4546.0,0.0,318.0,0.0,70,No,Yes,Yes,No,0,93428,6526,0,1,0,False,False,True,False,True,False,False,True
4098-NAUKP,68,Yes,Yes,Yes,13,No,Yes,Yes,No,No,No,No,No,Yes,84.65,5683.6,0.0,739.0,1381.08,70,No,Yes,Yes,Yes,1,93445,7435,0,0,0,False,False,True,True,False,False,False,True
3308-JSGML,59,No,No,Yes,6,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,64.05,3886.85,0.0,233.0,0.0,77,No,Yes,Yes,No,0,93461,1255,0,1,0,False,False,True,False,True,False,False,True
6199-IWKGC,46,Yes,Yes,Yes,15,No,No,No,Yes,Yes,Yes,No,Yes,No,100.25,4753.85,0.0,0.0,987.16,71,No,Yes,Yes,No,0,93512,340,0,0,0,False,True,False,True,False,False,True,False
2675-DHUTR,58,Yes,Yes,Yes,4,No,Yes,No,No,Yes,Yes,No,Yes,Yes,98.9,5780.7,0.0,0.0,1804.38,80,No,Yes,Yes,No,0,93513,1826,0,1,0,False,False,True,True,False,False,False,True
7446-YPODE,11,Yes,Yes,Yes,17,Yes,Yes,No,No,No,No,No,Yes,No,60.25,662.95,0.0,0.0,531.63,75,No,Yes,No,No,0,93517,826,0,2,0,False,False,True,True,False,False,False,True
9522-BNTHX,34,No,No,Yes,28,No,Yes,Yes,No,Yes,Yes,No,No,Yes,56.25,1765.95,0.0,494.0,0.0,72,No,Yes,No,No,0,93518,1022,0,1,1,False,False,True,True,False,False,True,False
0531-ZZJWQ,55,Yes,Yes,Yes,27,No,No,No,No,No,No,No,Yes,Yes,74.0,4052.4,0.0,0.0,2359.5,68,No,Yes,Yes,No,0,92028,42239,0,0,0,False,False,True,True,False,False,False,True
2688-BHGOG,9,Yes,No,Yes,15,No,No,No,No,No,Yes,No,Yes,Yes,79.55,718.55,0.0,0.0,223.65,73,No,Yes,No,No,0,93549,318,0,3,0,False,False,True,True,False,False,False,True
0916-QOFDP,14,Yes,Yes,Yes,30,No,No,No,No,Yes,Yes,No,No,Yes,95.8,1346.3,0.0,404.0,201.46,79,No,Yes,Yes,Yes,1,93554,117,0,1,0,False,False,True,True,False,False,True,False
8910-LEDAG,34,Yes,No,Yes,8,No,No,No,No,No,No,No,No,No,71.55,2427.35,0.0,194.0,441.32,72,No,Yes,Yes,No,0,93651,1314,0,2,1,False,False,True,False,True,False,False,True
3452-GWUIN,19,Yes,Yes,Yes,27,No,No,No,No,Yes,Yes,No,Yes,Yes,94.95,1760.25,0.0,0.0,371.83,78,No,Yes,Yes,No,0,93652,265,0,2,0,False,False,True,True,False,False,True,False
7278-CKDNC,24,Yes,Yes,Yes,23,No,Yes,No,No,No,No,No,Yes,Yes,80.5,2088.45,0.0,0.0,1107.12,76,No,Yes,No,No,0,93701,13858,0,1,0,False,False,True,True,False,False,False,True
8450-UYIBU,35,No,No,Yes,26,No,No,Yes,No,Yes,No,No,No,Yes,39.85,1434.6,0.0,373.0,0.0,77,No,Yes,No,No,0,93703,31180,0,1,1,False,False,True,True,False,False,True,False
3836-FZSDJ,71,Yes,Yes,No,0,No,No,No,No,No,No,No,No,No,24.85,1901.0,0.0,0.0,1575.49,69,No,Yes,Yes,No,0,93720,45087,0,0,0,False,False,True,True,False,False,False,True
0187-QSXOE,7,Yes,No,Yes,11,No,No,No,No,Yes,Yes,Yes,Yes,Yes,89.0,605.45,0.0,0.0,293.79,71,No,Yes,Yes,No,0,93725,21010,0,1,0,False,False,True,True,False,False,False,True
7733-UDMTP,57,No,No,Yes,26,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,55.0,3094.05,0.0,0.0,0.0,65,No,Yes,No,No,0,93726,39148,0,0,0,False,False,True,True,False,False,True,False
6904-JLBGY,72,Yes,Yes,Yes,30,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,117.35,8436.25,0.0,2531.0,1075.68,78,No,Yes,No,No,0,93905,58548,0,1,0,False,False,True,False,True,False,True,False
6917-YACBP,59,Yes,Yes,Yes,5,Yes,Yes,Yes,No,No,No,No,No,Yes,89.75,5496.9,0.0,275.0,1508.63,80,No,Yes,No,No,0,92027,48690,0,0,0,False,False,True,True,False,False,True,False
4223-WOZCM,2,Yes,No,Yes,9,No,No,Yes,No,No,No,No,Yes,No,49.95,107.1,0.0,0.0,75.94,71,No,Yes,No,No,0,93923,13121,0,1,0,False,False,True,False,False,True,False,True
5917-RYRMG,32,Yes,No,No,0,No,No,No,No,No,No,No,No,No,19.8,587.7,0.0,0.0,828.48,79,No,Yes,No,No,0,93928,254,0,0,0,False,True,False,False,True,False,False,True
8224-DWCKX,12,Yes,Yes,Yes,24,No,No,No,No,No,No,No,Yes,Yes,73.3,828.05,0.0,0.0,520.8,78,No,Yes,No,No,0,94010,40346,0,1,0,False,False,True,False,True,False,False,True
1768-HNVGJ,45,Yes,Yes,Yes,3,Yes,No,No,Yes,No,Yes,Yes,No,Yes,70.05,3062.45,0.0,92.0,830.7,80,No,Yes,No,No,0,94043,27822,0,0,0,False,False,True,True,False,False,True,False
4395-PZMSN,5,Yes,No,Yes,15,No,Yes,No,No,No,Yes,Yes,Yes,Yes,85.55,408.5,0.0,0.0,91.9,67,No,Yes,No,No,0,94074,291,0,0,0,False,False,True,True,False,False,False,True
5446-DKWYW,61,Yes,Yes,Yes,10,No,No,Yes,No,Yes,No,No,Yes,Yes,65.2,3965.05,0.0,0.0,2397.9100000000003,74,No,Yes,Yes,Yes,1,94103,23036,0,1,1,False,True,False,True,False,False,True,False
8107-KNCIM,14,Yes,Yes,Yes,4,No,No,No,No,No,No,No,No,Yes,75.1,1013.35,0.0,41.0,636.44,73,No,Yes,Yes,No,0,94111,3337,0,0,0,False,False,True,True,False,False,False,True
5451-YHYPW,72,Yes,Yes,Yes,24,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,115.75,8443.7,0.0,2026.0,3232.08,75,No,Yes,Yes,No,0,94129,2240,0,0,0,False,False,True,False,True,False,True,False
7629-WFGLW,56,Yes,Yes,Yes,27,Yes,Yes,Yes,Yes,No,No,No,No,No,95.65,5471.75,21.71,1477.0,646.8000000000001,80,No,Yes,Yes,No,0,94301,16198,0,2,0,False,True,False,True,False,False,True,False
8818-DOPVL,46,Yes,Yes,Yes,30,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,104.45,4863.85,36.78,0.0,1893.82,65,No,Yes,No,No,0,94530,23141,0,1,0,False,False,True,True,False,False,True,False
7044-YAACC,4,Yes,No,Yes,8,No,No,No,No,No,No,No,Yes,Yes,70.2,280.35,30.75,0.0,24.12,70,No,Yes,Yes,No,0,94559,26894,0,1,0,False,False,True,True,False,False,False,True
8189-XRIKE,32,Yes,No,Yes,4,No,No,No,No,Yes,Yes,No,Yes,No,90.95,2897.95,25.55,0.0,1010.24,80,No,Yes,No,No,0,94560,42491,0,0,0,False,False,True,True,False,False,True,False
3740-RLMVT,67,Yes,No,Yes,12,Yes,Yes,No,Yes,No,No,No,Yes,Yes,60.95,4119.4,17.19,0.0,2818.69,79,No,Yes,Yes,No,0,94574,9423,0,2,0,False,True,False,True,False,False,False,True
2186-QZEYA,29,Yes,Yes,Yes,22,Yes,Yes,No,No,No,No,No,Yes,Yes,58.55,1718.95,33.1,0.0,257.52000000000004,68,No,Yes,No,No,0,94579,19815,0,1,0,False,False,True,True,False,False,True,False
5599-HVLTW,14,Yes,Yes,Yes,3,No,No,Yes,No,No,No,No,No,Yes,80.35,1058.1,32.71,32.0,102.76,73,No,Yes,No,No,0,94609,21097,0,2,0,False,False,True,True,False,False,True,False
9208-OLGAQ,18,Yes,No,Yes,23,No,No,Yes,No,No,Yes,No,No,Yes,84.95,1443.65,4.76,332.0,462.6,70,No,Yes,No,No,0,94709,10147,0,0,0,False,False,True,True,False,False,True,False
3244-CQPHU,72,Yes,Yes,Yes,23,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,110.1,7746.7,44.81,0.0,1016.64,77,No,Yes,No,No,0,94710,8157,0,0,0,False,False,True,True,False,False,True,False
2674-MLXMN,71,Yes,Yes,Yes,13,No,Yes,No,No,Yes,Yes,No,No,Yes,99.65,6951.15,3.33,904.0,2439.56,73,No,Yes,No,No,0,94801,28450,0,1,0,False,False,True,False,True,False,True,False
9708-HPXWZ,5,No,No,Yes,4,No,No,Yes,Yes,Yes,No,No,Yes,No,45.4,214.75,0.0,0.0,0.0,74,No,Yes,No,No,0,94803,25399,0,0,0,False,False,True,False,True,False,False,True
5792-JALQC,52,Yes,Yes,Yes,3,Yes,No,Yes,No,No,No,No,Yes,No,59.85,3103.25,19.16,0.0,1768.0,78,No,Yes,No,No,0,94901,40239,0,1,0,False,False,True,True,False,False,True,False
2675-OTVVJ,31,Yes,Yes,Yes,18,Yes,No,No,No,Yes,No,No,Yes,No,89.45,2807.65,31.58,50.54,1427.86,76,No,Yes,Yes,No,0,94945,16429,0,2,0,False,False,True,True,False,False,False,True
0537-QYZZN,24,Yes,Yes,Yes,28,Yes,No,No,No,No,No,No,No,Yes,79.85,1857.75,0.0,520.0,97.44,66,No,Yes,Yes,Yes,2,94952,31930,0,0,0,False,False,True,True,False,False,False,True
3340-QBBFM,36,Yes,No,Yes,28,No,No,Yes,Yes,No,No,No,Yes,No,54.1,1992.85,1.09,0.0,1697.7599999999998,65,No,Yes,Yes,No,0,94954,35419,0,0,0,False,True,False,False,True,False,False,True
2277-VWCNI,4,Yes,Yes,Yes,15,No,No,No,No,No,No,No,Yes,No,48.75,179.85,0.0,0.0,124.52,65,No,Yes,No,No,0,95007,1007,0,1,0,False,False,True,False,False,True,True,False
7576-JMYWV,46,Yes,Yes,Yes,16,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,110.2,4972.1,0.0,0.0,939.32,76,No,Yes,Yes,Yes,1,95046,5671,0,0,0,False,False,True,True,False,False,True,False
5227-JSCFE,71,No,No,Yes,19,Yes,Yes,Yes,Yes,No,No,No,Yes,No,46.35,3353.4,18.64,0.0,0.0,74,No,Yes,Yes,No,0,95066,14574,0,0,0,False,False,True,False,True,False,False,True
1608-GMEWB,45,Yes,Yes,Yes,18,No,No,No,No,Yes,Yes,No,No,Yes,93.9,4200.25,0.0,756.0,704.25,76,No,Yes,No,No,0,95215,23789,0,0,0,False,False,True,True,False,False,False,True
2665-NPTGL,26,Yes,Yes,Yes,11,No,No,Yes,No,Yes,Yes,No,No,Yes,98.1,2510.7,44.17,276.0,485.16,79,No,Yes,Yes,No,0,95250,88,0,1,1,False,False,True,True,False,False,True,False
0442-ZXKVS,54,Yes,Yes,Yes,12,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,115.6,6431.05,0.0,772.0,2360.34,79,No,Yes,Yes,No,0,95316,5513,0,1,0,False,True,False,True,False,False,True,False
0575-CUQOV,60,Yes,No,Yes,21,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,97.95,5867.0,0.0,0.0,1023.0,76,No,Yes,Yes,No,0,95324,7177,0,0,0,False,True,False,True,False,False,False,True
5329-KRDTM,72,Yes,Yes,Yes,10,No,Yes,Yes,Yes,Yes,No,No,No,No,77.35,5396.25,0.0,540.0,2424.96,73,No,Yes,Yes,No,0,95335,683,0,0,0,False,False,True,False,True,False,False,True
0707-HOVVN,70,Yes,Yes,Yes,3,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,75.5,5212.65,0.0,15.64,3308.9,79,No,Yes,No,No,0,95346,1278,0,0,0,False,False,True,True,False,False,True,False
9518-XXBXE,10,Yes,No,Yes,30,Yes,No,No,No,No,No,No,No,No,75.3,720.45,0.0,216.0,251.3,80,No,Yes,Yes,No,0,95363,15536,0,1,1,False,False,True,True,False,False,False,True
0423-UDIJQ,9,Yes,No,Yes,12,No,No,No,Yes,No,No,No,Yes,No,49.2,447.9,0.0,5.37,63.99,74,No,Yes,No,No,0,95369,1158,0,0,0,False,False,True,False,False,True,False,True
9029-FEGVJ,32,Yes,Yes,Yes,11,No,No,Yes,No,No,No,No,No,No,79.3,2570.0,0.0,283.0,69.44,68,No,Yes,Yes,No,0,92027,48690,0,1,0,False,False,True,False,False,True,True,False
8999-XXGNS,72,Yes,Yes,Yes,16,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,105.75,7629.85,0.0,0.0,1306.8,70,No,Yes,Yes,No,0,95448,17979,0,0,0,False,True,False,False,True,False,True,False
0471-ARVMX,62,Yes,Yes,Yes,18,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,104.85,6312.9,0.0,0.0,1409.88,70,No,Yes,Yes,No,0,95451,9902,0,2,0,False,True,False,True,False,False,True,False
7524-VRLPL,69,Yes,Yes,Yes,10,Yes,No,Yes,Yes,No,Yes,Yes,No,No,74.1,5031.0,0.0,503.0,921.84,71,No,Yes,No,No,0,95459,586,0,0,0,False,False,True,False,True,False,False,True
4884-TVUQF,57,Yes,Yes,Yes,17,Yes,No,Yes,Yes,No,Yes,Yes,No,No,101.3,5779.6,0.0,983.0,2102.73,80,No,Yes,No,No,0,95465,1880,0,1,0,False,False,True,False,True,False,True,False
8065-BVEPF,65,Yes,No,Yes,3,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,99.1,6496.15,0.0,0.0,1184.95,80,No,Yes,No,No,0,95494,335,0,2,0,False,False,True,True,False,False,False,True
6350-XFYGW,4,Yes,No,Yes,17,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,94.75,422.4,0.0,0.0,76.0,80,No,Yes,No,No,0,95536,2965,0,0,0,False,False,True,True,False,False,False,True
8755-IWJHN,69,Yes,Yes,Yes,13,No,Yes,Yes,No,No,Yes,Yes,No,Yes,95.35,6382.0,0.0,830.0,3443.79,73,No,Yes,Yes,No,0,95545,82,0,3,0,False,False,True,True,False,False,False,True
4480-QQRHC,8,Yes,No,Yes,13,No,No,Yes,No,No,No,No,Yes,Yes,74.05,600.15,0.0,0.0,17.44,72,No,Yes,No,No,0,95547,1201,0,1,0,False,False,True,True,False,False,True,False
0929-PECLO,63,Yes,Yes,Yes,16,No,No,Yes,No,No,Yes,Yes,Yes,Yes,89.6,5538.8,0.0,0.0,2633.4,74,No,Yes,No,No,0,95548,1215,0,0,0,False,False,True,True,False,False,True,False
9470-YFUYI,71,Yes,No,Yes,24,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,71.0,5012.1,0.0,0.0,805.85,69,No,Yes,Yes,No,0,95560,1851,0,0,0,False,True,False,True,False,False,False,True
7402-EYFXX,26,Yes,Yes,Yes,9,No,No,No,No,Yes,Yes,Yes,No,Yes,93.6,2404.1,0.0,216.0,651.04,65,No,Yes,No,No,0,95563,660,0,1,0,False,False,True,True,False,False,False,True
1986-PHGZF,18,Yes,Yes,Yes,7,Yes,Yes,No,No,No,No,No,No,Yes,58.4,964.9,0.0,68.0,852.1200000000001,73,No,Yes,No,No,0,95635,1140,0,1,0,False,False,True,False,True,False,False,True
8024-XNAFQ,72,Yes,Yes,Yes,18,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,107.4,7748.75,0.0,0.0,2254.32,66,No,Yes,No,No,0,95641,2010,0,0,0,False,False,True,True,False,False,True,False
2988-GBIVW,70,Yes,Yes,Yes,25,Yes,No,No,No,No,Yes,Yes,Yes,Yes,90.85,6470.1,0.0,0.0,2695.0,68,No,Yes,Yes,No,0,95645,1793,0,1,1,False,False,True,True,False,False,True,False
5956-YHHRX,21,Yes,Yes,Yes,17,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,104.35,2271.85,0.0,386.0,523.11,75,No,Yes,No,No,0,95664,1173,0,1,0,False,False,True,True,False,False,False,True
6008-NAIXK,54,No,No,Yes,26,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,55.45,2966.95,0.0,0.0,0.0,72,No,Yes,No,No,0,95665,4354,0,1,0,False,True,False,True,False,False,False,True
4007-NHVHI,56,Yes,Yes,Yes,18,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,96.85,5219.65,0.0,0.0,2613.52,69,No,Yes,No,No,0,95673,14010,0,1,1,False,False,True,True,False,False,True,False
8979-CAMGB,64,Yes,Yes,Yes,26,No,No,Yes,Yes,Yes,Yes,Yes,No,No,102.1,6688.1,0.0,1739.0,644.48,67,No,Yes,No,No,0,95687,63157,0,4,2,False,True,False,True,False,False,False,True
7813-ZGGAW,31,Yes,Yes,Yes,10,No,No,Yes,Yes,Yes,No,No,Yes,Yes,96.6,2877.95,0.0,28.78,475.85,68,No,Yes,No,No,0,95703,1526,0,2,1,False,False,True,True,False,False,False,True
6583-KQJLK,15,Yes,No,Yes,19,No,Yes,No,No,Yes,Yes,Yes,No,Yes,94.65,1285.05,0.0,244.0,567.6,66,No,Yes,Yes,No,0,95735,25,0,2,0,False,False,True,True,False,False,True,False
6139-ZZRBQ,64,Yes,No,No,0,No,No,No,No,No,No,No,No,Yes,20.05,1198.05,0.0,0.0,319.36,79,No,Yes,No,No,0,95746,20675,0,0,0,False,False,True,True,False,False,False,True
7594-LZNWR,34,Yes,No,Yes,30,No,No,No,No,No,No,No,No,No,69.15,2275.1,0.0,683.0,461.04,67,No,Yes,No,No,0,95826,38818,0,2,0,False,False,True,False,True,False,False,True
3996-ZNWYK,71,Yes,No,No,0,No,No,No,No,No,No,No,No,No,19.8,1388.45,0.0,0.0,2280.52,77,No,Yes,Yes,Yes,1,95832,9063,0,1,0,False,False,True,False,True,False,False,True
8760-ZRHKE,71,Yes,Yes,Yes,15,Yes,Yes,No,No,Yes,No,No,No,No,69.2,4982.5,0.0,747.0,3449.8900000000003,80,No,Yes,Yes,Yes,1,95916,1279,0,2,0,False,True,False,True,False,False,True,False
5216-WASFJ,31,Yes,Yes,Yes,3,No,No,No,No,No,Yes,Yes,No,Yes,84.85,2633.4,0.0,79.0,164.29999999999998,68,No,Yes,Yes,No,0,95925,262,0,0,0,False,False,True,True,False,False,True,False
4948-WBBKL,36,Yes,Yes,Yes,10,No,No,No,No,No,No,No,Yes,Yes,74.9,2659.45,0.0,26.59,1496.52,80,No,Yes,No,No,0,95937,19,0,1,1,False,False,True,True,False,False,True,False
8348-JLBUG,64,Yes,No,Yes,16,Yes,No,Yes,No,No,No,No,No,No,80.3,5017.7,0.0,803.0,951.68,77,No,Yes,Yes,No,0,95960,565,0,0,0,False,True,False,False,True,False,False,True
3339-EAQNV,72,Yes,Yes,Yes,20,No,Yes,No,No,Yes,Yes,Yes,No,Yes,97.25,7133.1,0.0,1427.0,808.5600000000001,75,No,Yes,Yes,No,0,95968,1254,0,3,0,False,True,False,False,True,False,False,True
5730-RIITO,43,No,No,Yes,18,Yes,Yes,No,No,No,No,No,Yes,Yes,33.45,1500.25,0.0,0.0,0.0,73,No,Yes,No,No,0,95988,8812,0,0,0,False,False,True,False,True,False,True,False
7515-LODFU,69,Yes,No,No,0,No,No,No,No,No,No,No,No,No,20.3,1356.3,0.0,0.0,1422.78,67,No,Yes,No,No,0,96013,4552,0,0,0,False,False,True,False,True,False,False,True
8041-TMEID,63,Yes,Yes,Yes,18,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,108.5,6991.9,0.0,0.0,2338.56,73,No,Yes,Yes,No,0,96021,13840,0,0,0,False,False,True,False,True,False,False,True
6941-KXRRV,48,Yes,No,Yes,2,No,Yes,No,No,No,Yes,Yes,Yes,Yes,58.95,2789.7,0.0,0.0,1652.64,65,No,Yes,Yes,No,0,96023,1162,0,1,1,False,True,False,True,False,False,True,False
4501-UYKBC,46,Yes,Yes,Yes,26,No,No,Yes,Yes,No,Yes,Yes,No,Yes,69.1,3255.35,0.0,846.0,737.8399999999999,65,No,Yes,No,No,0,96047,911,0,1,0,False,True,False,False,True,False,True,False
5304-EFJLP,72,Yes,Yes,Yes,19,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,111.65,8022.85,0.0,1524.0,1218.2400000000002,72,No,Yes,Yes,No,0,96055,3756,0,0,0,False,False,True,True,False,False,False,True
8875-AKBYH,20,Yes,Yes,Yes,9,No,No,No,No,Yes,No,No,Yes,Yes,84.35,1745.2,0.0,0.0,510.2000000000001,78,No,Yes,No,No,0,96063,124,0,1,0,False,False,True,True,False,False,False,True
0533-UCAAU,57,Yes,Yes,Yes,10,No,Yes,Yes,No,Yes,No,No,Yes,Yes,71.1,4140.1,0.0,0.0,2745.12,72,No,Yes,Yes,No,0,96065,431,0,0,0,False,True,False,False,True,False,False,True
1394-SUIUH,44,Yes,No,Yes,6,Yes,Yes,No,Yes,No,No,No,Yes,Yes,85.15,3670.5,0.0,22.02,1955.36,70,No,Yes,Yes,No,0,96067,7309,0,2,0,False,False,True,True,False,False,True,False
8565-WUXZU,72,Yes,No,Yes,2,Yes,Yes,No,Yes,No,No,No,Yes,Yes,84.8,6141.65,0.0,0.0,396.72,77,No,Yes,Yes,No,0,96092,439,0,1,0,False,False,True,False,True,False,False,True
2055-BFOCC,63,Yes,No,Yes,29,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,84.0,5329.55,0.0,154.56,2560.95,65,No,Yes,Yes,No,0,96116,277,0,2,0,False,True,False,True,False,False,False,True
4584-LBNMK,45,Yes,Yes,No,0,No,No,No,No,No,No,No,No,No,24.7,1174.35,0.0,0.0,2020.95,79,No,Yes,Yes,No,0,96122,4236,0,1,0,False,True,False,False,True,False,False,True
3898-GUYTS,45,Yes,Yes,Yes,4,Yes,Yes,No,Yes,Yes,No,No,No,Yes,97.05,4385.05,0.0,175.0,570.15,71,No,Yes,No,No,0,96123,61,0,0,0,False,False,True,True,False,False,True,False
3703-KBKZP,16,Yes,Yes,Yes,5,No,No,No,No,No,No,No,Yes,Yes,74.45,1261.35,0.0,0.0,352.32,70,No,Yes,No,No,0,96128,408,0,0,0,False,False,True,True,False,False,False,True
5117-IFGPS,29,Yes,Yes,Yes,12,No,No,No,No,No,Yes,Yes,Yes,Yes,84.3,2357.75,0.0,0.0,1065.75,73,No,Yes,Yes,No,0,96145,4002,0,0,0,False,False,True,True,False,False,False,True
2197-OMWGI,68,No,No,Yes,23,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,53.0,3656.25,0.0,84.09,0.0,65,No,Yes,Yes,Yes,1,90014,3524,0,0,0,False,False,True,True,False,False,True,False
7852-LECYP,13,Yes,Yes,Yes,6,Yes,Yes,No,No,No,Yes,Yes,Yes,No,93.8,1261.0,0.0,0.0,625.9499999999999,79,No,Yes,Yes,No,0,90019,67520,0,1,0,False,False,True,False,True,False,False,True
8595-SIZNC,22,Yes,Yes,No,0,No,No,No,No,No,No,No,No,No,25.6,548.8,0.0,0.0,335.94,69,No,Yes,Yes,No,0,90026,73686,0,0,0,False,True,False,True,False,False,True,False
8920-NAVAY,62,Yes,Yes,Yes,8,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,110.75,7053.35,0.0,564.0,2963.6,66,No,Yes,No,No,0,90045,39334,0,0,0,False,True,False,True,False,False,False,True
9699-UBQFS,43,Yes,Yes,Yes,22,Yes,Yes,No,No,Yes,No,No,Yes,Yes,94.5,4156.8,0.0,0.0,157.38,76,No,Yes,Yes,No,0,90065,47534,0,1,0,True,False,False,True,False,False,True,False
1261-FWTTE,23,No,No,Yes,2,No,No,No,No,No,Yes,Yes,Yes,Yes,34.65,768.45,0.0,0.0,0.0,78,No,Yes,No,No,0,90067,2527,0,1,0,True,False,False,True,False,False,False,True
3528-HFRIQ,71,No,No,Yes,28,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,52.3,3765.05,0.0,105.42,0.0,73,No,Yes,Yes,No,0,90068,21728,0,1,0,True,False,False,True,False,False,False,True
3320-VEOYC,14,Yes,Yes,Yes,10,No,No,No,No,Yes,Yes,Yes,No,Yes,95.6,1273.3,0.0,127.0,526.68,65,No,Yes,No,No,0,90210,21397,0,2,0,True,False,False,True,False,False,False,True
9758-MFWGD,48,No,No,Yes,19,No,Yes,No,No,No,No,No,Yes,No,29.9,1388.75,0.0,0.0,0.0,75,No,Yes,Yes,Yes,2,90250,93315,0,2,0,False,True,False,True,False,False,True,False
1360-JYXKQ,54,Yes,No,Yes,17,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,99.1,5437.1,0.0,0.0,1190.7,68,No,Yes,Yes,No,0,90280,96267,0,2,0,False,True,False,True,False,False,True,False
6925-BAYGL,53,Yes,Yes,No,0,No,No,No,No,No,No,No,No,No,25.1,1275.6,0.0,0.0,1008.59,79,No,Yes,Yes,No,0,90303,27778,0,2,1,False,False,True,False,True,False,True,False
4135-FRWKJ,55,Yes,Yes,Yes,19,Yes,No,Yes,Yes,Yes,No,No,No,No,76.25,4154.55,0.0,789.0,1901.35,66,No,Yes,Yes,Yes,1,90404,19975,0,1,0,False,True,False,True,False,False,True,False
6551-ZCOTS,33,Yes,Yes,No,0,No,No,No,No,No,No,No,No,Yes,24.9,847.8,0.0,0.0,103.95,73,No,Yes,No,No,0,90503,41979,0,1,1,False,True,False,True,False,False,False,True
5995-SNNEW,23,Yes,Yes,Yes,14,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,104.45,2184.85,0.0,306.0,1039.83,80,No,Yes,Yes,No,0,90605,38181,0,2,0,True,False,False,True,False,False,False,True
5371-VYLSX,50,Yes,Yes,Yes,22,Yes,Yes,No,No,No,No,No,No,Yes,83.4,4113.7,0.0,905.0,2399.5,65,No,Yes,No,No,0,90814,19034,0,2,0,True,False,False,True,False,False,True,False
4128-ETESU,47,Yes,Yes,Yes,7,No,No,Yes,No,Yes,Yes,Yes,No,No,99.7,4747.2,0.0,332.0,140.06,73,No,Yes,Yes,No,0,91101,16812,0,0,0,True,False,False,True,False,False,True,False
3295-YVUSR,2,Yes,Yes,Yes,30,No,No,No,No,No,No,No,Yes,Yes,72.6,154.3,0.0,0.0,30.38,73,No,Yes,No,No,0,91202,21990,0,0,0,True,False,False,False,False,True,False,True
8016-NCFVO,55,Yes,Yes,Yes,10,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,116.5,6382.55,0.0,0.0,1611.5,70,No,Yes,No,No,0,91203,14493,0,2,2,True,False,False,True,False,False,False,True
4119-ZYPZY,71,Yes,Yes,Yes,21,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,106.8,7623.2,0.0,0.0,2470.8,67,No,Yes,No,No,0,91204,17015,0,1,1,False,False,True,True,False,False,False,True
1078-TDCRN,3,No,No,Yes,3,No,Yes,No,No,No,No,No,No,Yes,30.75,82.85,0.0,2.0,0.0,75,No,Yes,Yes,No,0,91301,25303,0,0,0,True,False,False,True,False,False,True,False
5439-WIKXB,41,Yes,No,Yes,2,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,94.55,3851.45,0.0,7.7,1904.86,65,No,Yes,Yes,No,0,91321,30742,0,2,1,True,False,False,True,False,False,False,True
